Id	Type	RelatedMissions	RelatedProps	Quotas	Rewards	BeginTime	EndTime	AutoCollect	Valid	TipId	TipDesc	ExpiredRestart	Priority
32	3	29		4001:0:0:50:false	160020000:10:16			FALSE	TRUE	90032	拾取@4001@个金币	TRUE	97
33	3	31		5005:0:0:2:false	20010000:1:2			FALSE	TRUE	90033	成功完成@5005@局游戏	TRUE	97
34	3	32		4012:0:0:80:false	50010000:10:5			FALSE	TRUE	90034	拾取@4012@个银币	TRUE	97
35	3	33		4001:1:1:20:false	10010000:2000:1			FALSE	TRUE	90035	单局获得20个金币	TRUE	97
36	3	35		1003:0:0:18:false	160030000:10:16			FALSE	TRUE	90036	拾取@1003@个电珠	TRUE	97
37	3	34		4008:0:0:6:false	10010000:2200:1			FALSE	TRUE	90037	拾取@4008@个能量石	TRUE	97
38	3	36		4012:0:0:80:false	50010000:10:5			FALSE	TRUE	90034	拾取@4012@个银币	TRUE	97
39	3	38		6004:0:0:8:false	10010000:2300:1			FALSE	TRUE	90039	使用@6004@次传送装置	TRUE	97
40	3	37		4001:0:0:70:false	160020000:10:16			FALSE	TRUE	90040	拾取@4001@个金币	TRUE	97
41	3	39		4008:0:0:5:false	10010000:2300:1			FALSE	TRUE	90041	拾取@4008@个能量石	TRUE	97
42	3	41		4001:1:1:20:false	10010000:2300:1			FALSE	TRUE	90042	单局获得20个金币	TRUE	97
43	3	40		8003:0:0:4:false	10010000:2000:1			FALSE	TRUE	90043	进行@8003@局游戏	TRUE	97
44	3	43		4001:0:0:50:false	160030000:10:16			FALSE	TRUE	90044	拾取@4001@个金币	TRUE	97
45	3	42		4008:0:0:8:false	20010000:1:2			FALSE	TRUE	90045	拾取@4008@个能量石	TRUE	97
46	3	45		4001:1:1:25:false	10010000:2200:1			FALSE	TRUE	90046	单局拾取25个金币	TRUE	97
47	3	46		1002:1:1:30000:false	10010000:2500:1			FALSE	TRUE	90047	单局分数超过30000	TRUE	97
48	3	44		1003:0:0:20:false	10010000:2200:1			FALSE	TRUE	90048	拾取@1003@个电珠	TRUE	97
49	3	47		4001:1:1:30:false	20010000:1:2			FALSE	TRUE	90049	单局拾取30个金币	TRUE	97
50	3	48		4012:0:0:100:false	10010000:3000:1			FALSE	TRUE	90050	拾取@4012@个银币	TRUE	97
51	3	49		4014:0:0:1:false	20010000:1:2			FALSE	TRUE	90051	拾取@4014@个生命心	TRUE	97
52	3	50		1002:1:1:35000:false	10010000:2500:1			FALSE	TRUE	90052	单局分数超过35000	TRUE	97
53	3			8003:0:0:8:false	10010000:2800:1			FALSE	TRUE	90053	进行@8003@局游戏	TRUE	201
54	3			8003:0:0:10:false	10010000:4000:1			FALSE	TRUE	90054	进行@8003@局游戏	TRUE	202
55	3			4001:1:1:35:false	10010000:2500:1			FALSE	TRUE	90055	单局拾取35个金币	TRUE	200
56	3			4001:1:1:50:false	10010000:2800:1			FALSE	TRUE	90056	单局拾取50个金币	TRUE	201
57	3			4001:1:1:75:false	10010000:3800:1			FALSE	TRUE	90057	单局拾取75个金币	TRUE	204
58	3			4012:1:1:40:false	10010000:2000:1			FALSE	TRUE	90058	单局内拾取40个银币	TRUE	200
59	3			4012:1:1:60:false	10010000:2500:1			FALSE	TRUE	90059	单局内拾取60个银币	TRUE	201
60	3			4012:1:1:80:false	10010000:3500:1			FALSE	TRUE	90060	单局内拾取80个银币	TRUE	202
61	3			4001:0:0:80:false	10010000:2000:1			FALSE	TRUE	90061	拾取@4001@个金币	TRUE	200
62	3			4001:0:0:100:false	10010000:2500:1			FALSE	TRUE	90062	拾取@4001@个金币	TRUE	201
63	3			4001:0:0:150:false	10010000:3800:1			FALSE	TRUE	90063	拾取@4001@个金币	TRUE	204
64	3			4012:0:0:100:false	10010000:2500:1			FALSE	TRUE	90064	拾取@4012@个银币	TRUE	200
65	3			4012:0:0:150:false	10010000:3000:1			FALSE	TRUE	90065	拾取@4012@个银币	TRUE	201
66	3			4012:0:0:200:false	10010000:4000:1			FALSE	TRUE	90066	拾取@4012@个银币	TRUE	202
67	3			1003:0:0:20:false	20010000:1:2			FALSE	TRUE	90067	拾取@1003@个电珠	TRUE	200
68	3			1003:0:0:30:false	20010000:1:2			FALSE	TRUE	90068	拾取@1003@个电珠	TRUE	201
69	3			1003:0:0:50:false	20010000:1:2			FALSE	TRUE	90069	拾取@1003@个电珠	TRUE	202
70	3			1004:1:1:8:false	10010000:2000:1			FALSE	TRUE	90070	单局内最高持有8个电珠	TRUE	200
71	3			1004:1:1:10:false	10010000:2500:1			FALSE	TRUE	90071	单局内最高持有10个电珠	TRUE	201
72	3			1004:1:1:12:false	10010000:3500:1			FALSE	TRUE	90072	单局内最高持有12个电珠	TRUE	201
73	3			1004:1:1:14:false	10010000:5000:1			FALSE	TRUE	90073	单局内最高持有14个电珠	TRUE	202
74	3			1002:1:1:50000:false	10010000:2000:1			FALSE	TRUE	90074	单局分数超过50000	TRUE	200
75	3			1002:1:1:60000:false	10010000:2500:1			FALSE	TRUE	90075	单局分数超过60000	TRUE	201
76	3			1002:1:1:70000:false	10010000:3200:1			FALSE	TRUE	90076	单局分数超过70000	TRUE	202
77	3	76		1002:1:1:80000:false	10010000:4000:1			FALSE	TRUE	90077	单局分数超过80000	TRUE	202
78	3	77		1002:1:1:90000:false	10010000:5000:1			FALSE	TRUE	90078	单局分数超过90000	TRUE	202
79	3			4014:0:0:3:false	10010000:2500:1			FALSE	TRUE	90079	拾取@4014@个生命心	TRUE	201
80	3			4014:0:0:5:false	10010000:3500:1			FALSE	TRUE	90080	拾取@4014@个生命心	TRUE	202
81	3			4009:0:0:100:false	20010000:1:2			FALSE	TRUE	90081	能量石总收集数达到@4009@	TRUE	200
82	3			4009:0:0:150:false	20010000:1:2			FALSE	TRUE	90082	能量石总收集数达到@4009@	TRUE	201
83	3			4009:0:0:200:false	20010000:2:2			FALSE	TRUE	90083	能量石总收集数达到@4009@	TRUE	202
84	3			4009:0:0:250:false	20010000:2:2			FALSE	TRUE	90084	能量石总收集数达到@4009@	TRUE	300
85	3			1003:1:1:10:false	10010000:1500:1			FALSE	TRUE	90085	单局拾取10个电珠	TRUE	200
86	3			1003:1:1:12:false	10010000:2500:1			FALSE	TRUE	90086	单局拾取12个电珠	TRUE	201
87	3			1003:1:1:15:false	10010000:4000:1			FALSE	TRUE	90087	单局拾取15个电珠	TRUE	202
88	3			4004:0:0:4:false	10010000:2000:1			FALSE	TRUE	90088	拾取@4004@个磁铁	TRUE	200
89	3			4004:0:0:5:false	10010000:2500:1			FALSE	TRUE	90089	拾取@4004@个磁铁	TRUE	201
90	3			4004:0:0:6:false	10010000:3000:1			FALSE	TRUE	90090	拾取@4004@个磁铁	TRUE	202
91	3			4005:0:0:4:false	10010000:2500:1			FALSE	TRUE	90091	拾取@4005@个无敌拳套	TRUE	200
92	3			4005:0:0:5:false	10010000:3000:1			FALSE	TRUE	90092	拾取@4005@个无敌拳套	TRUE	201
93	3			4005:0:0:6:false	10010000:3800:1			FALSE	TRUE	90093	拾取@4005@个无敌拳套	TRUE	202
94	3			4003:0:0:4:false	10010000:2500:1			FALSE	TRUE	90094	拾取@4003@个闪电	TRUE	200
95	3			4003:0:0:5:false	10010000:3000:1			FALSE	TRUE	90095	拾取@4003@个闪电	TRUE	201
96	3			4003:0:0:6:false	10010000:3800:1			FALSE	TRUE	90096	拾取@4003@个闪电	TRUE	202
97	3			3002:1:1:3:false	20010000:1:2			FALSE	TRUE	90097	单局消灭3个红头钻	TRUE	200
98	3			3002:1:1:5:false	20010000:1:2			FALSE	TRUE	90098	单局消灭5个红头钻	TRUE	201
99	3			3002:1:1:8:false	20010000:2:2			FALSE	TRUE	90099	单局消灭8个红头钻	TRUE	202
100	3			3002:0:0:5:false	20010000:1:2			FALSE	TRUE	90100	消灭@3002@只红头钻	TRUE	200
101	3			3002:0:0:8:false	20010000:1:2			FALSE	TRUE	90101	消灭@3002@只红头钻	TRUE	201
102	3			3002:0:0:10:false	20010000:2:2			FALSE	TRUE	90102	消灭@3002@只红头钻	TRUE	202
103	3			3003:1:1:3:false	10010000:1500:1			FALSE	TRUE	90103	单局内摧毁3个地刺	TRUE	200
104	3			3003:1:1:5:false	10010000:2000:1			FALSE	TRUE	90104	单局内摧毁5个地刺	TRUE	201
105	3			3003:1:1:8:false	10010000:3000:1			FALSE	TRUE	90105	单局内摧毁8个地刺	TRUE	202
106	3			3003:0:0:8:false	20010000:1:2			FALSE	TRUE	90106	摧毁@3003@个地刺	TRUE	201
107	3			3003:0:0:10:false	20010000:1:2			FALSE	TRUE	90107	摧毁@3003@个地刺	TRUE	202
108	3			3003:0:0:15:false	20010000:2:2			FALSE	TRUE	90108	摧毁@3003@个地刺	TRUE	203
109	3			3001:1:1:3:false	10010000:2000:1			FALSE	TRUE	90109	单局击杀3只呆呆蓝	TRUE	200
110	3			3001:1:1:5:false	10010000:2500:1			FALSE	TRUE	90110	单局击杀5只呆呆蓝	TRUE	201
111	3			3001:1:1:8:false	10010000:3000:1			FALSE	TRUE	90111	单局击杀8只呆呆蓝	TRUE	202
112	3			3001:0:0:5:false	20010000:1:2			FALSE	TRUE	90112	击杀@3001@只呆呆蓝	TRUE	201
113	3			3001:0:0:8:false	20010000:1:2			FALSE	TRUE	90113	击杀@3001@只呆呆蓝	TRUE	202
114	3			3001:0:0:10:false	20010000:2:2			FALSE	TRUE	90114	击杀@3001@只呆呆蓝	TRUE	203
115	3			3006:0:0:5:false	10010000:2000:1			FALSE	TRUE	90115	任意击杀@3006@个怪物	TRUE	200
116	3			3006:0:0:8:false	10010000:2500:1			FALSE	TRUE	90116	任意击杀@3006@个怪物	TRUE	201
117	3			3006:0:0:10:false	10010000:3000:1			FALSE	TRUE	90117	任意击杀@3006@个怪物	TRUE	202
118	3			3006:0:0:15:false	10010000:3800:1			FALSE	TRUE	90118	任意击杀@3006@个怪物	TRUE	203
119	3			3006:0:0:20:false	10010000:5000:1			FALSE	TRUE	90119	任意击杀@3006@个怪物	TRUE	204
120	3	123		7002:0:0:20:false	10010000:1500:1			FALSE	TRUE	90120	使用@7002@次冲锋或爆炸	TRUE	200
121	3	126		7002:0:0:30:false	10010000:2500:1			FALSE	TRUE	90121	使用@7002@次冲锋或爆炸	TRUE	201
122	3	120		7002:0:0:50:false	10010000:4000:1			FALSE	TRUE	90122	使用@7002@次冲锋或爆炸	TRUE	202
123	3		150030000:1:15	7003:0:0:5:false	20010000:1:2			FALSE	TRUE	90123	使用@7003@次冲锋技能	TRUE	200
124	3		150030000:1:15	7003:0:0:10:false	20010000:1:2			FALSE	TRUE	90124	使用@7003@次冲锋技能	TRUE	201
125	3		150030000:1:15	7003:0:0:15:false	20010000:2:2			FALSE	TRUE	90125	使用@7003@次冲锋技能	TRUE	202
126	3		150040000:1:15	7004:0:0:5:false	10010000:2500:1			FALSE	TRUE	90126	使用@7004@次爆炸技能	TRUE	200
127	3		150040000:1:15	7004:0:0:10:false	10010000:3000:1			FALSE	TRUE	90127	使用@7004@次爆炸技能	TRUE	201
128	3		150040000:1:15	7004:0:0:15:false	10010000:3800:1			FALSE	TRUE	90128	使用@7004@次爆炸技能	TRUE	202
129	3			5005:0:0:5:false	20010000:1:2			FALSE	TRUE	90129	成功完成@5005@局游戏	TRUE	200
130	3			5005:0:0:8:false	20010000:1:2			FALSE	TRUE	90130	成功完成@5005@局游戏	TRUE	201
131	3			5005:0:0:10:false	20010000:2:2			FALSE	TRUE	90131	成功完成@5005@局游戏	TRUE	202
132	3			3004:0:0:5:false	10010000:2500:1			FALSE	TRUE	90132	击杀@3004@个红飞飞	TRUE	200
133	3			3004:0:0:10:false	10010000:3000:1			FALSE	TRUE	90133	击杀@3004@个红飞飞	TRUE	201
134	3			3004:0:0:15:false	10010000:3800:1			FALSE	TRUE	90134	击杀@3004@个红飞飞	TRUE	202
135	3			3005:0:0:5:false	20010000:1:2			FALSE	TRUE	90135	击杀@3005@个笨炸弹	TRUE	200
136	3			3005:0:0:10:false	20010000:1:2			FALSE	TRUE	90136	击杀@3005@个笨炸弹	TRUE	201
137	3			3005:0:0:15:false	20010000:2:2			FALSE	TRUE	90137	击杀@3005@个笨炸弹	TRUE	202
138	3			1003:0:0:15:false	20010000:1:2			FALSE	TRUE	90138	拾取@1003@个电珠	TRUE	200
139	3			1003:0:0:25:false	20010000:1:2			FALSE	TRUE	90139	拾取@1003@个电珠	TRUE	201
140	3			1003:0:0:35:false	20010000:2:2			FALSE	TRUE	90140	拾取@1003@个电珠	TRUE	202
141	3			3008:0:0:10:false	20010000:1:2			FALSE	TRUE	90141	激活@3008@个笨炸弹	TRUE	200
142	3			3008:0:0:20:false	20010000:1:2			FALSE	TRUE	90142	激活@3008@个笨炸弹	TRUE	201
143	3			3008:0:0:30:false	20010000:2:2			FALSE	TRUE	90143	激活@3008@个笨炸弹	TRUE	202
144	3			4014:0:0:5:false	10010000:1000:1			FALSE	TRUE	90144	拾取@4014@个生命心	TRUE	200
145	3			4014:0:0:8:false	20010000:1:2			FALSE	TRUE	90145	拾取@4014@个生命心	TRUE	201
146	3			4014:0:0:10:false	10010000:2000:1			FALSE	TRUE	90146	拾取@4014@个生命心	TRUE	202
147	3			6004:0:0:5:false	10010000:2000:1			FALSE	TRUE	90147	使用@6004@次传送装置	TRUE	200
148	3			6004:0:0:10:false	160030000:10:16			FALSE	TRUE	90148	使用@6004@次传送装置	TRUE	201
149	3			6004:0:0:15:false	10010000:2000:1			FALSE	TRUE	90149	使用@6004@次传送装置	TRUE	201
150	3			6004:0:0:20:false	10010000:2500:1			FALSE	TRUE	90150	使用@6004@次传送装置	TRUE	202
151	3			6004:0:0:30:false	10010000:3000:1			FALSE	TRUE	90151	使用@6004@次传送装置	TRUE	202
152	3			7005:0:0:20:false	160020000:10:16			FALSE	TRUE	90152	打破@7005@个桶	TRUE	200
153	3			7005:0:0:30:false	20010000:1:2			FALSE	TRUE	90153	打破@7005@个桶	TRUE	201
154	3			7005:0:0:40:false	10010000:2000:1			FALSE	TRUE	90154	打破@7005@个桶	TRUE	201
155	3			7005:0:0:50:false	10010000:3000:1			FALSE	TRUE	90155	打破@7005@个桶	TRUE	202
156	3			7005:0:0:60:false	20010000:2:2			FALSE	TRUE	90156	打破@7005@个桶	TRUE	202
157	3			7005:1:1:10:false	20010000:1:2			FALSE	TRUE	90157	单局打破10个桶	TRUE	200
158	3			7005:1:1:15:false	10010000:2000:1			FALSE	TRUE	90158	单局打破15个桶	TRUE	201
159	3			7005:1:1:20:false	20010000:2:2			FALSE	TRUE	90159	单局打破20个桶	TRUE	202
160	3			3008:1:1:5:false	20010000:1:2			FALSE	TRUE	90160	单局激活5个笨炸弹	TRUE	200
161	3			3008:1:1:6:false	20010000:1:2			FALSE	TRUE	90161	单局激活6个笨炸弹	TRUE	201
162	3			3008:1:1:8:false	20010000:2:2			FALSE	TRUE	90162	单局激活8个笨炸弹	TRUE	202
163	3			6002:0:0:2:false	10010000:1800:1			FALSE	TRUE	90163	激活@6002@次墙边激光	TRUE	200
164	3			6002:0:0:3:false	160020000:5:16			FALSE	TRUE	90164	激活@6002@次墙边激光	TRUE	201
165	3			6002:0:0:5:false	10010000:2000:1			FALSE	TRUE	90165	激活@6002@次墙边激光	TRUE	202
166	3			6002:0:0:8:false	10010000:3000:1			FALSE	TRUE	90166	激活@6002@次墙边激光	TRUE	203
167	3			6002:0:0:10:false	10010000:4500:1			FALSE	TRUE	90167	激活@6002@次墙边激光	TRUE	204
168	3			6003:0:0:3:false	10010000:1000:1			FALSE	TRUE	90168	踩@6003@次激光门开关	TRUE	200
169	3			6003:0:0:5:false	160050000:10:16			FALSE	TRUE	90169	踩@6003@次激光门开关	TRUE	201
170	3			6003:0:0:8:false	10010000:2000:1			FALSE	TRUE	90170	踩@6003@次激光门开关	TRUE	202
171	3			6003:0:0:10:false	10010000:3000:1			FALSE	TRUE	90171	踩@6003@次激光门开关	TRUE	203
172	3			6003:0:0:15:false	10010000:4500:1			FALSE	TRUE	90172	踩@6003@次激光门开关	TRUE	204
174	3	14		5004:1:1:30:true	40010000:30:4			FALSE	TRUE	90174	通过第30关	TRUE	97
175	3	174		5004:1:1:35:true	40010000:30:4			FALSE	TRUE	90175	通过第35关	TRUE	97
177	3	175		5004:1:1:40:true	40010000:30:4			FALSE	TRUE	90177	通过第40关	TRUE	97
178	3	177		5004:1:1:45:true	40010000:30:4			FALSE	TRUE	90178	通过第45关	TRUE	97
180	3	178		5004:1:1:50:true	40010000:30:4			FALSE	TRUE	90180	通过第50关	TRUE	97
181	3	180		5004:1:1:55:true	40010000:30:4			FALSE	TRUE	90181	通过第55关	TRUE	97
183	3	180		5004:1:1:60:true	40010000:30:4			FALSE	TRUE	90183	通过第60关	TRUE	97
184	3	183		5004:1:1:65:true	40010000:30:4			FALSE	TRUE	90184	通过第65关	TRUE	97
185	3	184		5004:1:1:70:true	40010000:35:4			FALSE	TRUE	90185	通过第70关	TRUE	97
186	3	185		5004:1:1:75:true	40010000:35:4			FALSE	TRUE	90186	通过第75关	TRUE	97
187	3	186		5004:1:1:80:true	40010000:35:4			FALSE	TRUE	90187	通过第80关	TRUE	97
188	3	187		5004:1:1:85:true	40010000:35:4			FALSE	TRUE	90188	通过第85关	TRUE	97
189	3	188		5004:1:1:90:true	40010000:35:4			FALSE	TRUE	90189	通过第90关	TRUE	97
190	3	189		5004:1:1:95:true	40010000:35:4			FALSE	TRUE	90190	通过第95关	TRUE	97
191	3	190		5004:1:1:100:true	40010000:35:4			FALSE	TRUE	90191	通过第100关	TRUE	97
192	3			1006:0:0:1000000:false	40010000:10:4			FALSE	TRUE	90192	关卡总分达到@1006@分	TRUE	200
193	3			1006:0:0:1500000:false	40010000:15:4			FALSE	TRUE	90193	关卡总分达到@1006@分	TRUE	201
194	3			1006:0:0:2000000:false	40010000:20:4			FALSE	TRUE	90194	关卡总分达到@1006@分	TRUE	202
195	3			1006:0:0:2700000:false	40010000:20:4			FALSE	TRUE	90195	关卡总分达到@1006@分	TRUE	203
196	3			1006:0:0:3500000:false	40010000:25:4			FALSE	TRUE	90196	关卡总分达到@1006@分	TRUE	204
197	3			1006:0:0:5000000:false	40010000:25:4			FALSE	TRUE	90197	关卡总分达到@1006@分	TRUE	204
198	3			4014:0:0:3:false	20010000:1:2			FALSE	TRUE	90198	拾取@4014@个生命心	TRUE	201
199	3			4014:0:0:12:false	20010000:1:2			FALSE	TRUE	90199	拾取@4014@个生命心	TRUE	202
200	3			4014:0:0:15:false	20010000:2:2			FALSE	TRUE	90200	拾取@4014@个生命心	TRUE	203
201	3			4013:0:0:3:false	10010000:2000:1			FALSE	TRUE	90201	拾取@4013@个护盾	TRUE	200
202	3	201		4013:0:0:5:false	10010000:2500:1			FALSE	TRUE	90202	拾取@4013@个护盾	TRUE	200
203	3			4013:0:0:8:false	10010000:3200:1			FALSE	TRUE	90203	拾取@4013@个护盾	TRUE	201
204	3			4013:0:0:10:false	10010000:4000:1			FALSE	TRUE	90204	拾取@4013@个护盾	TRUE	202
205	3	204		4013:0:0:15:false	10010000:5000:1			FALSE	TRUE	90205	拾取@4013@个护盾	TRUE	202
1001	1			8003:0:0:3:false	40010000:30:4			FALSE	TRUE	90206	进行@8003@次游戏	FALSE	51
1002	1			1003:0:0:20:false	20010000:2:2			FALSE	TRUE	90207	拾取@1003@个电珠	FALSE	52
1003	1			4008:0:0:8:false	10010000:3000:1			FALSE	TRUE	90045	拾取@4008@个能量石	FALSE	53
